,class1,class2,gender,noun,nounclass,predicate1,predicate2,response,slide_number,language,enjoyment,asses,age,education,comments,prolific,Browser,OS,screenH,screenW,time_in_minutes,participant_id
20,shape,material,Female,cheese,food,square,metal,0.16,23,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
21,color,quality,Female,couch,furniture,blue,good,0.05,24,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
22,material,color,Female,tomato,food,wooden,purple,0.89,25,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
23,color,size,Female,cheese,food,brown,tiny,0.08,26,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
24,color,quality,Female,banana,food,red,broken,0.06,27,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
25,material,size,Female,cheese,food,metal,tiny,0.15,28,Ελληνική,2,Yes,36,0,,5c6ff96f2d666100018c60f6,Firefox,Windows,1080,1920,9.142216666666666,36
0,size,quality,Female,apple,food,long,good,1.0,3,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
1,size,age,Female,fan,furniture,small,fresh,1.0,4,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
2,material,size,Female,couch,furniture,wooden,small,0.0,5,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
3,color,texture,Female,carrot,food,yellow,smooth,1.0,6,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
4,texture,material,Female,cheese,food,soft,plastic,1.0,7,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
5,color,age,Female,tomato,food,blue,fresh,0.0,8,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
6,color,material,Female,tomato,food,yellow,plastic,1.0,9,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
7,size,material,Female,apple,food,small,wooden,1.0,10,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
8,color,quality,Female,fan,furniture,purple,good,0.0,11,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
9,color,texture,Female,apple,food,blue,hard,0.0,12,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
10,color,material,Female,carrot,food,blue,metal,1.0,13,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
11,age,quality,Female,tomato,food,old,broken,1.0,14,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
12,age,color,Female,desk,furniture,fresh,green,1.0,15,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
13,size,quality,Female,cheese,food,long,broken,1.0,16,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
14,texture,color,Female,couch,furniture,soft,purple,0.0,17,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
15,material,age,Female,tomato,food,plastic,new,0.0,18,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
16,color,age,Female,desk,furniture,blue,new,0.0,19,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
17,material,shape,Female,tomato,food,metal,round,1.0,20,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
18,material,size,Female,fan,furniture,wooden,tiny,0.0,21,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
19,material,color,Female,apple,food,wooden,blue,0.0,22,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
20,color,texture,Female,tomato,food,purple,hard,0.0,23,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
21,age,shape,Female,couch,furniture,old,square,1.0,24,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
22,size,age,Female,tomato,food,short,new,0.0,25,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
23,size,age,Female,tomato,food,small,rotten,1.0,26,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
24,color,age,Female,fan,furniture,brown,rotten,1.0,27,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
25,texture,size,Female,carrot,food,smooth,short,0.0,28,Ελλάδα,1,Yes,23,2,δεν το θεώρησα ολοκληρωμένο πείραμα ,5d9a40d81abbe700154a04a0,Chrome,Windows,900,1600,7.58935,37
0,color,size,Female,chair,furniture,brown,big,0.0,3,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
1,texture,shape,Female,desk,furniture,smooth,round,0.97,4,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
2,texture,material,Female,banana,food,smooth,wooden,0.96,5,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
3,color,texture,Female,TV,furniture,brown,smooth,0.5,6,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
4,texture,age,Female,desk,furniture,smooth,new,0.01,7,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
5,material,texture,Female,couch,furniture,plastic,hard,0.95,8,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
6,age,quality,Female,apple,food,rotten,good,0.53,9,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
7,material,color,Female,cheese,food,wooden,purple,0.48,10,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
8,color,material,Female,desk,furniture,brown,metal,0.55,11,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
9,color,size,Female,banana,food,blue,tiny,0.04,12,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
10,texture,quality,Female,couch,furniture,soft,broken,0.06,13,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
11,color,size,Female,couch,furniture,brown,small,0.94,14,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
12,size,texture,Female,apple,food,tiny,smooth,0.02,15,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
13,quality,size,Female,tomato,food,good,small,0.98,16,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
14,shape,age,Female,banana,food,round,new,1.0,17,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
15,size,age,Female,fan,furniture,short,old,0.07,18,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
16,color,age,Female,carrot,food,brown,old,0.02,19,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
17,size,material,Female,carrot,food,small,plastic,0.97,20,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
18,texture,size,Female,desk,furniture,smooth,long,0.94,21,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
19,shape,size,Female,desk,furniture,round,small,0.04,22,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
20,age,color,Female,desk,furniture,old,yellow,0.97,23,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
21,shape,age,Female,apple,food,square,rotten,0.44,24,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
22,color,material,Female,fan,furniture,blue,plastic,0.94,25,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
23,color,size,Female,cheese,food,red,long,0.94,26,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
24,quality,shape,Female,apple,food,good,round,0.93,27,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
25,shape,texture,Female,TV,furniture,round,hard,0.98,28,ελληνικά,1,Yes,24,0,,5cab3a366bba690017f38915,Chrome,Windows,768,1366,4.05905,38
0,age,quality,Male,cheese,food,new,good,0.0,3,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
1,size,shape,Male,desk,furniture,big,round,1.0,4,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
2,color,age,Male,fan,furniture,brown,fresh,0.24,5,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
3,material,color,Male,chair,furniture,wooden,brown,0.48,6,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
4,color,age,Male,cheese,food,green,fresh,0.24,7,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
5,age,size,Male,tomato,food,rotten,small,0.13,8,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
6,texture,color,Male,TV,furniture,hard,green,0.97,9,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
7,age,size,Male,banana,food,new,big,0.16,10,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
8,quality,age,Male,apple,food,good,old,0.15,11,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
9,material,texture,Male,carrot,food,metal,soft,0.11,12,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
10,color,material,Male,desk,furniture,brown,plastic,0.11,13,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
11,material,age,Male,apple,food,wooden,old,0.82,14,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
12,size,shape,Male,cheese,food,small,round,0.67,15,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
13,color,material,Male,couch,furniture,brown,metal,0.25,16,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
14,size,color,Male,chair,furniture,tiny,purple,0.67,17,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
15,color,material,Male,chair,furniture,yellow,plastic,0.82,18,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
16,size,color,Male,couch,furniture,big,blue,1.0,19,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
17,shape,color,Male,TV,furniture,round,green,0.7,20,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
18,material,color,Male,TV,furniture,wooden,brown,0.14,21,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
19,texture,age,Male,chair,furniture,smooth,rotten,0.0,22,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
20,texture,color,Male,desk,furniture,soft,yellow,0.87,23,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
21,color,texture,Male,desk,furniture,blue,soft,0.76,24,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
22,texture,material,Male,tomato,food,smooth,metal,0.14,25,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
23,color,size,Male,banana,food,red,small,0.0,26,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
24,size,quality,Male,desk,furniture,tiny,broken,1.0,27,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
25,material,size,Male,couch,furniture,metal,big,0.82,28,ΕΛΛΗΝΙΚΑ,0,Yes,27,2,,5d9de41917780900169a11e9,Chrome,Windows,1080,1920,2.7614833333333335,39
0,quality,texture,Male,apple,food,broken,soft,1.0,3,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
1,color,quality,Male,apple,food,red,broken,0.0,4,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
2,color,texture,Male,fan,furniture,red,smooth,0.0,5,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
3,color,size,Male,banana,food,red,long,0.0,6,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
4,size,age,Male,cheese,food,long,old,1.0,7,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
5,size,texture,Male,cheese,food,big,smooth,0.0,8,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
6,size,texture,Male,fan,furniture,tiny,hard,0.0,9,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
7,material,shape,Male,banana,food,wooden,square,1.0,10,Ελληνικά,2,Yes,26,1,,5c87d68fe5bc060001ee8498,Firefox,Windows,1080,1920,4.943016666666667,40
